[2025-09-01 00:34:56,622] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:49:41,474] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,474] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,502] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,502] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 51
[2025-09-01 03:49:41,503] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$47100, Type=withdraw, Client=Karim Mekki
[2025-09-01 03:49:41,503] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large withdraw: $47100 > $10000.0
[2025-09-01 03:49:41,505] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.28 > 2.0
[2025-09-01 03:49:41,505] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,505] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:41,505] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 51: Medium risk, score 55
[2025-09-01 03:49:41,513] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 17
[2025-09-01 03:49:41,530] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,530] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 52
[2025-09-01 03:49:41,531] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$4300, Type=withdraw, Client=Karim Mekki
[2025-09-01 03:49:41,532] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 6 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,533] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,533] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,551] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,551] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 53
[2025-09-01 03:49:41,552] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$17600, Type=transfer, Client=Karim Mekki
[2025-09-01 03:49:41,552] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $17600 > $10000.0
[2025-09-01 03:49:41,553] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 7 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,555] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,555] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=65, Triggers=3, Requires OTP=False, Decision=Flag for Review
[2025-09-01 03:49:41,555] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 53: Medium risk, score 65
[2025-09-01 03:49:41,563] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 18
[2025-09-01 03:49:41,592] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,593] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 54
[2025-09-01 03:49:41,593] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$30400, Type=transfer, Client=Karim Mekki
[2025-09-01 03:49:41,593] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $30400 > $10000.0
[2025-09-01 03:49:41,594] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 8 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,597] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,597] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=65, Triggers=3, Requires OTP=False, Decision=Flag for Review
[2025-09-01 03:49:41,597] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 54: Medium risk, score 65
[2025-09-01 03:49:41,605] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 19
[2025-09-01 03:49:41,634] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,634] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 55
[2025-09-01 03:49:41,634] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$8700, Type=transfer, Client=Karim Mekki
[2025-09-01 03:49:41,635] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 9 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,636] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,637] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,666] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,667] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 56
[2025-09-01 03:49:41,667] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$13000, Type=transfer, Client=Karim Mekki
[2025-09-01 03:49:41,668] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $13000 > $10000.0
[2025-09-01 03:49:41,669] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 10 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,670] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,670] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=65, Triggers=3, Requires OTP=False, Decision=Flag for Review
[2025-09-01 03:49:41,671] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 56: Medium risk, score 65
[2025-09-01 03:49:41,679] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 20
[2025-09-01 03:49:41,709] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,709] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 57
[2025-09-01 03:49:41,709] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$28000, Type=transfer, Client=Leila Khelifi
[2025-09-01 03:49:41,711] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $28000 > $10000.0
[2025-09-01 03:49:41,714] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 5.47 > 2.0
[2025-09-01 03:49:41,714] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,714] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:41,715] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 57: Medium risk, score 55
[2025-09-01 03:49:41,722] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 21
[2025-09-01 03:49:41,752] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,753] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 58
[2025-09-01 03:49:41,754] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$5200, Type=transfer, Client=Leila Khelifi
[2025-09-01 03:49:41,756] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,756] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,784] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,784] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 59
[2025-09-01 03:49:41,785] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$10300, Type=deposit, Client=Leila Khelifi
[2025-09-01 03:49:41,787] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,788] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,814] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,814] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 60
[2025-09-01 03:49:41,814] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$11200, Type=deposit, Client=Leila Khelifi
[2025-09-01 03:49:41,820] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,820] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,846] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,847] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 61
[2025-09-01 03:49:41,847] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$18500, Type=transfer, Client=Leila Khelifi
[2025-09-01 03:49:41,849] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $18500 > $10000.0
[2025-09-01 03:49:41,851] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.93 > 2.0
[2025-09-01 03:49:41,851] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,852] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:41,852] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 61: Medium risk, score 55
[2025-09-01 03:49:41,862] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 22
[2025-09-01 03:49:41,895] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,895] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 62
[2025-09-01 03:49:41,896] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$6900, Type=deposit, Client=Leila Khelifi
[2025-09-01 03:49:41,897] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 6 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,898] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,898] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,915] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,915] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 63
[2025-09-01 03:49:41,915] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$7400, Type=withdraw, Client=Leila Khelifi
[2025-09-01 03:49:41,916] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 7 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,917] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,917] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,934] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,935] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 64
[2025-09-01 03:49:41,935] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$9700, Type=deposit, Client=Leila Khelifi
[2025-09-01 03:49:41,936] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 8 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,937] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,937] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,955] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,955] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 65
[2025-09-01 03:49:41,956] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$4700, Type=transfer, Client=Leila Khelifi
[2025-09-01 03:49:41,957] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 9 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,958] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,958] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:41,987] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:41,987] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 66
[2025-09-01 03:49:41,987] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$5900, Type=transfer, Client=Leila Khelifi
[2025-09-01 03:49:41,988] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 10 transactions in 1.0 hour(s)
[2025-09-01 03:49:41,989] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:41,989] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,018] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,019] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 67
[2025-09-01 03:49:42,019] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$42800, Type=deposit, Client=Sofiane Belkacem
[2025-09-01 03:49:42,021] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.76 > 2.0
[2025-09-01 03:49:42,022] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,022] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=25, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,043] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,044] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 68
[2025-09-01 03:49:42,044] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$4100, Type=deposit, Client=Sofiane Belkacem
[2025-09-01 03:49:42,047] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,048] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,069] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,070] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 69
[2025-09-01 03:49:42,070] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$61400, Type=transfer, Client=Sofiane Belkacem
[2025-09-01 03:49:42,070] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $61400 > $10000.0
[2025-09-01 03:49:42,073] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 4.82 > 2.0
[2025-09-01 03:49:42,073] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,073] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,073] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 69: Medium risk, score 55
[2025-09-01 03:49:42,082] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 23
[2025-09-01 03:49:42,112] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,113] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 70
[2025-09-01 03:49:42,113] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$45900, Type=withdraw, Client=Sofiane Belkacem
[2025-09-01 03:49:42,113] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large withdraw: $45900 > $10000.0
[2025-09-01 03:49:42,115] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 3.10 > 2.0
[2025-09-01 03:49:42,115] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,115] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,116] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 70: Medium risk, score 55
[2025-09-01 03:49:42,124] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 24
[2025-09-01 03:49:42,146] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,146] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 71
[2025-09-01 03:49:42,146] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$14100, Type=withdraw, Client=Sofiane Belkacem
[2025-09-01 03:49:42,147] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large withdraw: $14100 > $10000.0
[2025-09-01 03:49:42,150] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,150] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=40, Triggers=2, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,150] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 71: Medium risk, score 40
[2025-09-01 03:49:42,161] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 25
[2025-09-01 03:49:42,180] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,180] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 72
[2025-09-01 03:49:42,181] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$26900, Type=withdraw, Client=Sofiane Belkacem
[2025-09-01 03:49:42,181] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large withdraw: $26900 > $10000.0
[2025-09-01 03:49:42,182] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 6 transactions in 1.0 hour(s)
[2025-09-01 03:49:42,184] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,184] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=65, Triggers=3, Requires OTP=False, Decision=Flag for Review
[2025-09-01 03:49:42,184] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 72: Medium risk, score 65
[2025-09-01 03:49:42,192] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 26
[2025-09-01 03:49:42,216] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,216] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 73
[2025-09-01 03:49:42,216] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$18000, Type=transfer, Client=Sofiane Belkacem
[2025-09-01 03:49:42,217] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $18000 > $10000.0
[2025-09-01 03:49:42,218] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 7 transactions in 1.0 hour(s)
[2025-09-01 03:49:42,220] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,220] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=65, Triggers=3, Requires OTP=False, Decision=Flag for Review
[2025-09-01 03:49:42,220] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 73: Medium risk, score 65
[2025-09-01 03:49:42,231] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 27
[2025-09-01 03:49:42,258] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,258] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 74
[2025-09-01 03:49:42,259] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$28400, Type=deposit, Client=Sofiane Belkacem
[2025-09-01 03:49:42,260] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 8 transactions in 1.0 hour(s)
[2025-09-01 03:49:42,262] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,262] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,280] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,280] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 75
[2025-09-01 03:49:42,281] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$34000, Type=deposit, Client=Sofiane Belkacem
[2025-09-01 03:49:42,282] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 9 transactions in 1.0 hour(s)
[2025-09-01 03:49:42,283] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,283] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,304] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,305] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 76
[2025-09-01 03:49:42,305] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$41900, Type=transfer, Client=Sofiane Belkacem
[2025-09-01 03:49:42,305] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $41900 > $10000.0
[2025-09-01 03:49:42,306] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 10 transactions in 1.0 hour(s)
[2025-09-01 03:49:42,308] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.66 > 2.0
[2025-09-01 03:49:42,308] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,308] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=80, Triggers=4, Requires OTP=True, Decision=Block
[2025-09-01 03:49:42,308] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 76: High risk, score 80
[2025-09-01 03:49:42,316] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 28
[2025-09-01 03:49:42,345] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,346] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 77
[2025-09-01 03:49:42,346] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$12800, Type=withdraw, Client=Amel Haddad
[2025-09-01 03:49:42,346] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large withdraw: $12800 > $10000.0
[2025-09-01 03:49:42,349] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,349] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=40, Triggers=2, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,349] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 77: Medium risk, score 40
[2025-09-01 03:49:42,358] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 29
[2025-09-01 03:49:42,376] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,377] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 78
[2025-09-01 03:49:42,377] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$3300, Type=withdraw, Client=Amel Haddad
[2025-09-01 03:49:42,379] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,380] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:42,400] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,400] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 79
[2025-09-01 03:49:42,400] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$22200, Type=transfer, Client=Amel Haddad
[2025-09-01 03:49:42,400] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $22200 > $10000.0
[2025-09-01 03:49:42,402] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.67 > 2.0
[2025-09-01 03:49:42,402] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,403] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=55, Triggers=3, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,403] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 79: Medium risk, score 55
[2025-09-01 03:49:42,411] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 30
[2025-09-01 03:49:42,439] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,439] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 80
[2025-09-01 03:49:42,439] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$13000, Type=transfer, Client=Amel Haddad
[2025-09-01 03:49:42,439] WARNING fraud_detection calculate_risk_score:71 - Rule 1 triggered: Large transfer: $13000 > $10000.0
[2025-09-01 03:49:42,441] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:42,441] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=40, Triggers=2, Requires OTP=False, Decision=Monitor
[2025-09-01 03:49:42,441] INFO fraud_detection create_fraud_alert:190 - Creating fraud alert for transaction 80: Medium risk, score 40
[2025-09-01 03:49:42,450] INFO fraud_detection create_fraud_alert:200 - Fraud alert created: ID 31
[2025-09-01 03:49:42,479] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:42,480] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 81
